"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"569",18,25,26,31,28,27,22,29,27,27,30,20,24,23,24,25,28,24,26,26,23,26,27,26,26,23,24,28,22,22,24,27,21,21,24
"570",19,31,19,22,24,26,23,33,20,26,26,15,21,31,20,21,27,24,23,21,21,23,22,22,23,26,25,24,26,22,26,24,24,24,24
"571",34,24,27,22,21,28,22,32,26,22,19,33,19,28,19,22,25,22,20,28,22,23,25,22,25,22,23,25,27,26,24,24,26,27,25
"572",20,22,24,27,29,26,24,22,21,28,18,24,20,31,20,25,24,24,28,26,25,25,24,27,24,25,26,25,24,27,26,22,24,24,26
"573",20,24,28,18,26,28,28,33,26,31,19,24,23,25,24,24,26,24,25,23,20,23,22,24,28,23,25,26,23,24,26,24,24,28,25
"574",26,28,20,22,28,31,29,25,23,26,26,23,26,24,19,25,22,23,24,24,23,26,23,24,21,25,24,22,28,23,24,25,27,23,25
"575",21,20,22,22,23,27,27,26,31,24,31,28,25,22,26,27,25,26,25,22,27,28,24,24,28,25,25,23,24,24,24,25,22,23,24
"576",29,27,22,24,25,28,23,27,26,23,36,27,21,30,21,21,29,29,26,25,25,25,23,21,28,18,22,25,22,25,28,24,27,26,26
"577",30,25,21,21,30,18,29,24,18,28,19,25,24,26,26,29,24,20,28,26,23,27,27,26,21,22,26,29,25,26,24,22,26,26,23
"578",22,28,24,29,27,22,32,24,25,22,32,21,25,25,30,28,27,28,24,28,20,24,27,25,25,20,23,26,26,17,25,24,25,25,22
"579",33,25,22,19,33,28,28,24,23,31,28,23,23,21,26,24,28,28,25,20,26,25,27,26,23,25,27,26,25,24,24,24,26,26,23
"580",28,26,18,17,23,29,22,33,26,20,30,18,23,17,24,25,22,25,27,22,23,22,26,25,23,28,25,25,27,23,25,21,25,23,25
"581",30,28,31,33,28,24,29,23,29,20,31,23,22,24,26,24,24,25,24,24,27,22,22,26,22,25,24,23,21,22,23,24,23,23,26
"582",26,22,28,23,22,30,31,24,29,28,19,30,23,24,25,28,26,23,22,23,24,31,20,19,26,29,23,27,24,23,26,25,25,27,25
"583",23,26,24,34,26,31,23,26,20,21,29,20,27,21,24,28,19,24,26,23,23,20,21,21,21,26,24,20,23,29,27,27,23,25,23
"584",35,21,20,26,29,26,27,26,24,26,29,25,27,29,24,24,24,27,25,23,25,28,25,27,23,28,26,23,26,26,24,21,27,24,25
"585",25,20,26,22,25,24,31,17,23,23,22,24,29,27,26,25,22,25,20,25,24,22,24,27,24,23,21,22,24,20,26,25,25,25,24
"586",30,29,25,32,24,22,28,26,21,25,26,21,21,26,30,26,21,23,20,25,22,29,21,25,22,27,22,21,26,23,21,24,25,23,25
"587",24,29,25,15,27,31,24,21,27,25,23,34,28,25,28,24,25,19,26,27,26,23,27,24,27,26,25,23,21,24,26,23,23,25,21
"588",25,28,17,24,24,24,24,33,21,21,20,26,30,24,24,28,27,30,21,22,22,23,26,22,26,24,27,28,28,26,24,24,25,23,25
"589",24,21,27,21,24,28,22,21,26,21,28,22,27,19,29,22,26,18,22,25,26,22,25,22,23,26,27,21,25,28,25,24,22,23,27
"590",20,21,19,25,20,19,23,29,26,26,21,21,20,22,28,24,27,22,28,26,26,23,26,28,22,24,28,26,25,29,26,24,24,24,24
"591",25,25,24,19,23,24,20,25,25,23,31,30,25,24,19,21,20,27,26,23,24,23,23,24,21,24,23,24,24,25,24,26,23,21,28
"592",25,17,19,34,24,24,22,31,19,22,25,20,22,24,19,24,25,25,23,23,23,25,24,27,29,25,19,23,27,25,25,24,24,26,23
"593",24,27,32,23,24,29,24,22,28,20,25,21,25,32,29,22,26,27,26,23,22,25,24,23,22,22,24,22,23,27,24,27,24,24,23
"594",29,23,22,25,21,26,25,22,27,25,24,26,24,20,22,30,25,24,25,22,21,22,20,23,23,23,27,23,22,23,24,26,24,24,26
"595",23,15,24,23,27,25,21,32,27,21,25,21,23,22,25,23,26,23,28,25,22,26,21,26,22,27,22,22,27,25,22,24,25,26,25
"596",28,25,28,17,29,23,32,25,23,19,29,24,25,28,29,23,27,22,24,21,26,22,24,26,26,22,20,23,24,24,25,24,23,24,28
"597",31,27,27,27,17,30,26,26,24,27,32,26,25,24,23,31,24,23,26,26,26,23,26,21,23,23,25,31,30,25,23,23,23,25,25
"598",26,29,25,26,28,25,20,28,23,24,18,29,25,24,29,22,25,22,27,18,27,24,26,24,23,22,25,26,25,25,25,25,27,24,22
"599",17,21,23,28,19,23,22,31,27,17,26,26,18,34,28,29,25,25,25,22,25,23,26,25,22,25,23,24,26,24,24,25,24,25,25
"600",31,30,28,31,27,30,26,29,23,24,30,26,28,27,28,28,25,26,28,23,26,22,22,32,27,22,27,24,26,26,22,26,25,26,27
"601",31,28,24,22,27,27,23,24,24,28,28,24,24,29,22,25,27,27,26,28,22,22,24,28,20,23,26,27,29,25,24,23,25,25,25
"602",34,24,22,31,25,19,27,28,28,23,23,20,21,25,22,20,23,21,24,22,25,26,25,23,25,23,22,23,25,28,26,21,24,26,24
"603",26,22,30,34,17,25,29,18,25,22,26,22,28,31,24,26,23,27,25,31,22,25,25,27,24,20,24,29,25,24,26,24,25,26,25
"604",18,19,19,22,30,21,17,22,36,23,23,25,24,27,22,28,22,23,22,26,18,27,25,24,26,24,25,28,22,22,23,24,26,27,25
"605",25,26,26,38,25,27,27,17,26,27,27,25,31,28,21,26,19,28,17,29,26,31,26,26,25,26,27,24,26,23,26,25,24,25,24
"606",29,26,19,31,25,28,23,19,31,24,31,17,25,18,23,28,27,23,26,26,20,24,26,22,22,26,25,23,24,25,23,21,26,24,27
"607",27,23,23,26,24,18,24,28,28,24,21,23,24,29,25,28,23,23,22,22,24,26,28,26,28,26,28,22,26,20,23,26,23,24,23
"608",25,26,25,23,33,18,26,23,25,22,22,21,24,24,25,23,23,25,19,23,25,24,22,19,23,24,25,25,26,26,25,24,24,22,27
"609",29,23,23,18,15,22,22,31,22,20,26,28,21,24,24,20,25,31,19,23,28,22,26,25,27,22,26,25,23,21,23,24,25,26,26
"610",26,32,27,30,22,22,17,23,27,30,22,26,32,25,28,21,24,20,28,25,23,27,24,24,21,26,23,26,23,26,26,24,19,25,25
"611",31,29,28,35,31,29,24,28,27,23,26,29,28,25,27,23,25,21,24,23,26,24,21,20,23,24,19,25,21,23,24,22,23,25,23
"612",30,24,23,28,25,26,20,28,29,23,25,28,27,29,24,29,26,24,24,21,28,24,29,29,21,27,31,24,22,20,20,25,23,23,25
"613",27,23,27,21,24,26,23,22,23,22,28,27,20,21,24,23,29,21,29,26,22,27,28,26,24,24,22,25,23,22,24,25,23,21,24
"614",21,26,27,26,27,23,22,28,25,24,28,24,20,29,22,28,23,26,25,20,27,25,26,24,22,24,25,26,20,26,22,22,26,23,24
"615",26,28,35,22,16,21,33,24,31,24,31,23,22,19,25,23,24,22,29,29,21,24,27,21,22,24,23,25,26,24,23,23,27,27,24
"616",32,15,22,20,32,23,30,26,25,25,26,29,23,23,19,27,20,22,26,28,23,27,25,22,22,26,24,22,23,25,25,24,26,27,26
"617",30,16,25,24,20,25,24,27,21,24,23,22,20,25,20,21,27,23,27,28,23,30,24,26,24,22,27,21,25,21,25,25,23,25,26
"618",35,29,20,31,24,23,26,27,24,28,24,21,26,26,22,20,23,18,20,20,24,22,26,26,25,24,23,28,23,25,26,26,24,23,24
"619",17,20,24,17,25,23,25,22,17,29,21,25,25,24,22,24,28,24,22,26,27,23,23,28,26,23,27,23,25,27,25,25,25,26,26
"620",26,22,29,29,28,32,26,25,26,25,25,24,26,26,21,22,24,28,25,24,24,24,23,24,24,22,25,23,25,25,24,26,26,25,29
"621",34,28,30,23,33,26,26,22,20,23,23,26,25,26,30,31,29,23,29,21,27,24,29,24,25,24,21,24,24,22,26,21,25,24,23
"622",27,31,32,22,25,26,24,22,25,29,25,31,19,26,25,20,29,22,22,26,24,21,24,25,20,24,20,26,25,25,21,25,23,25,25
"623",27,32,24,11,26,23,28,25,19,23,26,20,25,31,22,23,28,27,29,23,29,26,33,27,25,24,26,25,22,24,24,26,26,24,26
"624",28,20,25,21,31,26,30,21,27,26,22,24,19,32,20,31,26,23,22,26,25,25,26,20,28,25,25,24,25,25,25,24,23,23,23
"625",21,22,21,26,24,20,17,32,24,29,25,23,20,29,23,28,20,20,22,21,27,25,25,26,24,28,21,24,22,24,25,28,28,25,26
"626",27,23,18,23,17,25,23,28,29,25,24,19,23,28,24,27,23,19,16,25,28,23,24,27,23,27,25,22,22,21,28,25,24,22,22
"627",23,26,31,26,26,25,26,19,25,17,24,28,22,30,27,23,22,25,32,23,27,25,24,21,21,26,22,25,27,24,23,26,22,25,23
"628",33,31,35,26,30,29,21,18,31,31,22,21,24,29,28,26,23,26,22,23,21,23,24,26,23,25,23,26,23,21,23,23,25,28,26
"629",28,23,23,14,30,23,26,26,23,17,29,27,22,26,25,26,23,28,26,21,23,23,27,25,23,23,26,21,25,24,22,23,23,25,26
"630",25,28,24,33,22,21,25,19,20,20,23,24,29,29,20,22,28,26,25,21,24,22,24,25,19,23,24,23,25,24,25,27,22,24,27
"631",23,21,30,23,36,21,20,25,29,27,27,26,21,22,24,24,23,24,29,27,26,28,24,25,23,22,22,25,26,25,24,24,25,26,24
"632",26,29,29,30,22,24,23,24,33,29,27,26,29,30,24,23,25,28,25,23,26,25,27,27,23,23,25,25,23,21,25,25,26,23,24
"633",14,30,29,26,24,25,21,24,18,26,27,26,20,24,21,24,27,24,25,24,25,25,29,23,26,24,24,24,27,24,24,25,24,24,25
"634",35,27,25,32,33,25,26,16,27,22,24,31,24,27,24,31,25,22,28,22,27,24,20,21,25,24,28,28,25,25,26,24,24,22,24
"635",29,23,23,25,24,33,29,24,23,24,27,23,28,23,27,24,22,24,28,30,28,26,24,27,21,21,22,25,23,25,24,23,25,22,25
"636",23,30,25,31,27,25,25,13,21,29,30,21,27,24,23,27,26,23,27,25,23,23,25,25,25,26,24,27,24,24,24,21,24,24,24
"637",21,25,26,25,27,32,24,26,25,25,22,28,21,21,27,26,16,29,22,22,25,25,22,26,26,21,23,30,26,23,23,22,24,24,28
"638",29,26,25,25,30,17,29,23,23,26,19,24,21,30,23,28,26,24,25,29,28,26,29,23,25,22,23,23,21,24,24,24,25,23,23
"639",21,19,32,21,14,22,24,24,28,26,22,23,25,20,24,29,25,24,23,28,21,21,27,25,29,24,26,25,26,26,25,24,24,25,22
"640",22,23,18,22,28,21,35,29,20,30,23,30,27,23,23,26,29,24,24,31,25,29,26,25,28,23,27,26,26,27,25,25,23,28,27
"641",21,21,25,19,30,31,31,18,21,25,28,27,26,26,30,25,27,23,24,26,23,26,21,26,21,25,27,22,25,28,24,23,23,26,29
"642",22,26,30,26,19,20,23,20,23,28,23,30,28,27,25,19,25,20,29,23,23,25,26,24,23,23,22,21,25,25,23,24,24,26,24
"643",24,19,23,22,28,32,25,30,29,31,22,27,25,25,27,25,22,25,26,23,25,24,26,19,24,23,28,24,25,27,21,24,25,25,24
"644",31,22,27,33,19,31,26,24,29,32,25,25,24,26,25,22,28,28,20,23,22,24,29,22,25,23,23,22,27,24,24,26,25,24,22
"645",26,22,21,28,21,14,21,18,22,28,28,20,32,30,26,21,26,20,24,28,24,28,24,25,26,26,23,21,25,21,24,24,27,25,24
"646",18,21,30,21,24,29,21,22,32,20,18,31,20,24,26,28,24,24,22,25,21,24,27,27,25,26,25,28,22,22,23,24,22,25,27
"647",28,18,33,28,27,33,19,24,20,22,20,27,30,28,19,23,26,21,28,19,21,25,26,23,19,27,22,26,20,26,25,26,23,24,26
"648",25,20,21,24,40,23,26,28,24,21,21,21,30,27,23,22,26,27,25,24,21,23,25,28,25,22,23,26,25,28,24,24,23,25,25
"649",24,28,24,24,25,20,28,25,23,23,24,27,28,21,21,21,28,23,24,25,28,27,27,21,24,25,26,26,21,22,23,24,23,23,24
"650",31,29,19,23,23,19,21,30,30,24,29,21,21,27,28,24,26,23,24,23,26,27,24,26,28,20,29,22,30,23,25,24,28,24,24
"651",19,30,19,16,26,25,22,29,29,22,28,33,21,24,25,24,23,25,30,28,29,31,26,30,19,22,28,23,25,25,23,24,24,25,23
"652",18,25,21,33,29,23,29,24,29,33,20,17,27,23,24,26,29,25,27,28,23,25,26,29,24,26,23,26,24,28,24,25,25,25,24
"653",25,29,23,22,21,24,29,18,27,28,26,25,21,27,29,25,24,27,22,26,26,26,21,29,27,20,24,22,26,27,24,26,22,24,26
"654",26,20,18,22,26,34,26,27,19,25,29,30,24,22,32,21,25,23,21,28,25,25,28,26,25,26,24,19,21,21,23,25,23,21,25
"655",21,21,28,24,27,17,23,21,31,29,20,24,29,23,20,22,24,20,22,23,18,25,24,22,22,25,22,25,24,24,23,27,26,24,23
"656",16,22,31,21,24,26,18,18,32,26,24,22,26,23,21,26,28,27,27,25,22,23,22,26,26,22,25,24,25,24,22,23,26,25,25
"657",20,20,33,23,19,31,16,24,25,26,30,26,27,23,24,22,24,22,24,26,29,24,25,31,24,26,24,27,25,26,25,24,25,26,25
"658",25,26,20,25,25,23,19,24,26,24,28,25,33,28,23,34,24,19,23,23,23,18,28,22,27,28,21,24,23,27,21,25,22,24,24
"659",20,24,23,20,37,19,29,20,20,21,26,21,22,31,21,33,20,30,24,26,24,28,22,27,27,26,23,27,24,22,25,24,21,25,25
"660",30,21,20,31,21,19,26,27,30,23,20,21,25,21,21,29,25,25,26,26,21,27,27,28,25,24,23,23,25,23,26,26,24,24,23
"661",23,32,32,34,24,22,25,33,18,23,21,22,23,32,24,22,18,23,24,23,25,25,24,20,22,25,24,24,31,23,26,26,25,27,22
"662",26,23,21,24,19,20,26,22,23,28,26,23,28,25,28,26,21,27,26,28,24,23,26,25,25,25,28,26,20,26,25,24,23,26,24
"663",24,31,22,22,23,28,15,22,30,23,24,26,23,26,27,22,30,27,20,29,25,28,19,26,26,29,21,26,25,27,24,25,22,24,26
"664",24,26,32,20,24,18,25,21,26,19,27,24,25,28,21,22,32,26,23,25,26,26,26,25,21,22,32,24,27,26,25,25,22,26,25
"665",23,19,21,20,26,28,24,22,24,24,26,20,28,25,26,26,28,21,26,26,24,23,24,25,23,22,21,25,30,23,25,25,25,25,24
"666",31,26,25,21,26,23,23,30,25,20,27,26,21,26,28,27,20,25,21,26,25,22,29,26,24,26,25,26,24,24,25,24,26,25,26
"667",24,27,22,28,23,25,34,23,25,23,24,23,24,24,29,22,25,24,23,25,22,26,27,22,25,23,23,23,25,23,23,26,23,24,26
"668",25,27,27,32,22,28,26,18,26,25,25,31,21,20,26,23,24,24,24,27,26,25,22,25,25,25,23,25,28,26,26,27,22,25,23
"669",24,24,28,25,21,23,30,26,24,18,21,27,23,18,32,24,24,24,22,21,26,21,26,24,24,26,24,23,23,23,25,24,22,23,27
"670",18,26,20,29,18,25,22,26,29,37,28,28,16,22,19,25,25,28,28,24,27,26,24,25,22,28,27,21,27,23,24,24,23,25,27
"671",22,24,33,30,29,23,35,25,34,26,29,26,16,24,24,24,28,24,22,31,22,23,23,30,26,23,25,26,24,23,25,23,25,26,23
"672",23,25,21,21,29,31,28,18,27,24,23,23,25,27,24,23,23,24,23,30,24,26,23,25,24,25,26,26,24,29,26,24,23,26,26
"673",30,25,21,22,26,24,26,30,23,23,19,25,29,29,25,22,27,20,22,22,28,23,26,24,22,27,26,22,20,28,24,24,24,23,22
"674",22,25,23,22,28,24,23,24,25,26,26,20,29,27,24,24,21,28,27,28,20,20,20,26,21,20,23,26,26,24,24,24,26,25,25
"675",19,26,17,33,27,24,25,20,20,21,19,18,23,27,21,24,25,24,24,27,27,28,25,30,24,28,25,19,25,23,23,23,25,22,24
"676",36,27,27,25,24,25,23,24,23,31,21,22,27,26,22,30,25,20,27,23,27,27,27,23,22,25,22,25,21,25,27,25,25,26,26
"677",27,18,25,28,30,29,23,23,20,22,25,22,24,25,21,21,25,25,21,24,24,25,23,23,23,28,27,23,25,25,24,24,22,26,24
"678",26,27,22,25,22,25,27,28,21,19,27,20,25,24,25,31,24,22,29,26,25,27,23,29,23,29,21,29,22,27,24,21,25,25,23
"679",25,27,24,23,26,27,24,28,19,22,26,26,22,23,25,26,25,25,27,23,26,24,25,22,26,25,22,22,26,27,23,26,24,24,24
"680",24,27,19,28,26,32,30,22,24,18,29,27,22,25,27,23,24,27,25,20,29,23,22,22,20,27,23,29,24,24,25,23,27,22,24
"681",18,19,30,23,22,22,26,15,26,24,26,25,29,21,26,22,20,25,25,23,25,27,23,27,22,26,28,22,27,22,25,26,25,26,23
"682",26,23,28,26,24,22,26,25,20,15,23,31,26,27,28,22,24,23,21,22,26,28,24,26,27,23,26,21,23,31,25,25,23,25,23
"683",22,33,26,23,34,26,26,24,26,21,23,23,26,30,25,25,30,23,25,23,25,23,24,24,27,25,24,22,26,26,24,23,23,24,25
"684",21,29,29,17,28,25,20,23,29,25,21,28,22,29,28,28,24,27,21,27,22,24,24,27,22,26,25,23,25,24,27,26,24,24,25
"685",23,31,21,17,25,20,22,26,25,16,24,24,28,23,23,22,29,23,27,27,24,29,25,23,25,24,22,27,23,23,24,23,26,25,25
"686",22,24,25,20,31,21,19,17,22,34,21,23,26,28,26,20,30,21,17,26,26,23,28,24,26,26,25,26,27,26,26,24,21,25,26
"687",24,25,24,26,25,25,21,30,27,24,22,25,28,25,22,31,24,20,22,24,24,23,25,22,23,23,30,27,29,27,25,27,27,25,26
"688",35,21,35,23,24,28,29,20,21,26,21,30,23,24,26,27,23,26,25,28,25,23,21,27,26,26,21,27,26,26,23,23,26,24,26
"689",21,23,18,21,20,27,27,23,24,12,30,22,26,26,23,25,20,23,25,24,24,26,27,26,21,22,22,25,21,26,26,22,26,22,23
"690",24,18,34,24,26,24,29,19,28,24,23,26,24,23,23,22,25,24,20,24,24,27,22,20,22,25,26,24,23,23,25,25,26,25,29
"691",23,28,31,27,24,33,25,26,38,30,17,26,30,24,24,25,23,23,23,23,25,26,26,23,22,23,24,26,30,24,22,25,26,24,24
"692",16,28,27,29,25,25,21,21,32,32,26,21,25,23,22,27,19,20,25,27,25,24,26,22,22,24,26,22,28,21,25,26,24,24,23
"693",25,16,26,24,33,22,27,23,23,25,31,22,28,31,22,25,29,26,24,22,24,28,18,28,26,27,27,21,23,24,26,24,23,25,27
"694",21,23,26,31,26,23,25,27,28,21,22,21,27,16,30,28,21,20,21,25,26,23,24,26,27,27,24,25,26,27,23,25,24,26,25
"695",23,25,28,31,28,30,26,28,20,29,20,25,29,21,21,24,25,28,30,26,23,24,26,27,23,25,25,25,24,29,24,24,23,23,25
"696",22,24,29,19,29,30,18,25,31,27,25,27,28,21,23,24,29,22,29,22,24,27,23,23,29,20,20,25,21,25,25,25,26,25,20
"697",25,21,31,21,28,27,15,35,30,23,28,23,27,22,28,25,20,26,27,28,21,23,26,26,23,25,24,25,23,29,26,26,27,25,22
"698",37,31,29,24,21,27,29,23,31,29,29,31,25,24,22,25,22,28,26,24,22,25,21,28,22,22,24,21,23,25,27,23,27,23,25
"699",21,37,25,19,17,28,16,24,28,22,26,22,23,23,28,26,23,19,26,27,27,25,26,26,24,24,22,25,25,27,25,27,28,21,22
"700",20,30,20,28,33,18,33,24,15,25,23,21,31,27,26,22,22,28,29,27,19,26,27,25,29,28,21,23,24,26,26,24,26,22,23
"701",18,28,25,25,18,22,27,27,21,16,28,29,26,27,29,22,24,27,27,27,23,23,24,26,24,23,21,31,22,26,24,27,24,25,24
"702",21,23,18,25,29,20,24,21,23,26,24,21,27,24,25,27,26,25,25,21,22,24,26,23,22,28,22,22,25,24,26,23,25,23,27
"703",23,30,23,25,20,23,21,24,20,24,23,18,29,19,25,24,25,23,27,25,23,23,26,20,22,25,27,23,26,28,23,23,22,25,27
"704",27,28,20,24,27,27,23,21,26,18,23,28,23,28,29,30,27,24,19,24,22,23,17,27,27,24,25,26,23,22,24,25,22,23,23
"705",27,23,25,21,27,24,34,17,27,17,29,25,25,31,27,24,23,27,26,26,26,30,27,25,27,23,23,25,25,18,27,23,24,22,24
"706",25,18,30,21,30,24,27,17,23,35,32,28,26,22,28,27,27,23,27,21,21,26,25,25,27,22,28,22,26,27,26,25,23,24,25
"707",29,19,26,26,30,28,36,19,31,24,30,22,24,27,24,20,23,29,25,21,25,28,25,32,25,21,23,28,28,27,25,25,26,23,21
"708",18,22,26,18,19,24,28,25,25,25,27,26,26,18,29,22,22,23,15,24,26,22,21,24,26,23,24,22,24,23,26,26,25,24,25
"709",20,27,26,23,30,23,28,27,28,25,23,24,27,18,28,20,25,23,22,24,21,25,28,24,23,23,24,25,24,22,24,25,22,25,25
"710",26,27,32,24,30,28,25,28,25,14,27,31,22,31,23,20,20,26,24,27,24,26,27,22,24,24,23,25,27,24,24,26,25,28,23
"711",32,27,26,28,23,22,28,16,19,23,26,28,27,28,20,25,19,31,21,26,25,27,26,21,25,22,26,26,24,23,24,25,26,24,24
"712",29,28,25,27,18,31,22,26,25,25,28,30,16,24,23,20,27,23,24,26,23,25,23,21,23,25,27,23,27,27,25,23,26,24,23
"713",18,32,32,26,21,22,31,27,21,26,24,32,31,28,22,25,31,28,27,25,25,25,26,27,29,25,26,27,25,22,24,27,21,26,24
"714",26,29,23,26,30,29,29,34,26,27,22,26,20,22,28,29,21,22,21,27,20,24,23,30,21,26,20,22,23,24,25,25,23,24,26
"715",20,18,22,19,21,22,25,24,22,32,26,23,18,26,22,27,26,27,25,24,22,24,28,26,21,23,30,19,19,24,27,26,24,27,23
"716",25,27,28,23,17,17,27,17,23,27,23,33,22,26,29,26,24,24,22,28,25,25,24,26,27,22,25,25,24,25,25,24,24,26,23
"717",24,21,28,27,27,23,26,22,30,18,25,26,23,23,28,21,25,23,25,24,25,24,24,23,25,22,29,22,25,20,26,30,26,28,27
"718",26,22,20,28,21,23,23,27,19,25,23,28,30,24,32,30,20,21,22,26,18,29,24,23,25,28,27,23,24,24,24,21,26,25,26
"719",17,29,26,25,22,27,25,17,23,26,22,20,24,22,29,21,22,22,23,23,27,21,28,24,23,25,27,26,26,22,29,26,26,28,25
"720",28,33,21,36,22,27,19,20,19,26,24,21,27,27,24,19,22,25,24,30,26,24,25,22,24,21,25,28,25,27,25,24,24,23,23
"721",24,22,30,26,18,25,27,20,25,22,17,28,25,17,23,27,27,24,19,23,24,29,21,21,24,27,26,25,23,22,27,26,25,24,27
"722",24,28,20,19,26,22,22,26,20,28,22,23,23,23,28,22,26,25,24,27,27,24,29,27,21,24,25,24,24,23,26,28,25,23,26
"723",25,28,20,30,27,21,35,27,29,23,26,25,28,22,28,23,26,27,21,23,24,22,20,23,27,28,21,21,21,23,22,27,24,25,22
"724",21,32,31,22,28,30,20,25,28,30,23,16,22,29,19,23,26,25,28,21,25,27,26,25,28,23,21,23,27,26,25,24,24,25,26
"725",23,25,24,29,22,26,31,29,26,20,23,19,23,27,26,27,22,24,28,27,28,20,25,22,27,21,25,31,26,23,25,25,26,24,25
"726",27,29,21,21,22,26,25,23,27,23,29,29,28,29,21,26,27,30,25,21,25,23,21,25,26,30,20,25,28,19,26,25,25,25,22
"727",28,17,26,25,32,24,19,30,20,25,21,29,26,21,24,20,22,21,29,22,21,25,21,26,25,22,26,23,25,23,23,26,24,25,25
"728",27,36,21,29,15,27,27,30,30,28,27,25,28,20,25,23,22,21,22,26,25,21,23,24,22,25,22,23,23,26,24,25,24,24,23
"729",27,19,32,24,28,21,20,32,20,18,28,29,15,26,27,23,27,25,25,24,25,27,27,23,25,25,25,23,24,23,24,25,24,27,23
"730",32,25,28,28,25,22,23,21,31,25,29,30,25,24,24,23,27,23,22,27,24,21,21,23,28,26,21,26,24,23,24,27,25,21,27
"731",23,25,15,22,26,22,17,24,31,27,26,26,27,21,29,29,22,27,27,18,25,24,19,25,22,26,27,24,27,26,27,25,24,26,25
"732",20,22,28,21,33,27,21,17,35,27,26,29,33,22,34,27,27,26,25,23,28,23,23,24,24,26,25,27,22,25,23,25,24,24,23
"733",27,20,29,38,21,25,20,23,25,24,27,16,18,30,23,27,22,23,17,21,22,27,24,26,26,26,24,22,24,24,25,26,22,24,24
"734",26,30,31,30,27,16,20,29,25,27,23,27,27,25,27,18,22,24,25,25,27,24,26,24,28,24,24,29,24,24,22,25,28,25,25
"735",24,34,22,22,24,30,23,24,26,23,30,31,29,23,24,23,23,22,26,24,24,23,22,27,22,23,25,26,27,24,21,25,22,26,25
"736",32,24,29,24,21,24,29,27,26,22,27,32,14,28,22,23,20,23,26,21,21,26,22,33,21,25,24,26,24,25,23,23,24,25,27
"737",27,22,22,22,26,24,19,28,28,28,22,21,24,38,22,22,26,25,24,28,22,27,27,24,20,27,25,24,22,29,23,27,25,25,26
"738",25,30,23,19,28,28,25,16,25,26,25,25,22,30,28,24,22,30,27,21,24,28,29,27,23,24,28,20,27,23,23,25,24,25,24
"739",21,20,20,29,24,19,21,31,39,21,22,21,22,24,26,24,24,23,25,18,23,29,24,24,24,21,25,23,25,21,24,25,20,24,24
"740",25,22,28,19,26,22,23,15,17,20,32,22,27,23,25,30,26,22,27,19,31,29,24,25,24,30,25,24,23,24,26,27,26,24,23
"741",29,26,29,27,22,24,24,24,22,25,24,20,23,26,29,26,20,31,25,26,25,28,18,25,27,25,24,24,24,26,23,26,22,27,26
"742",21,26,20,29,20,29,24,23,20,20,22,22,25,25,22,26,27,23,18,25,27,25,24,23,28,24,26,26,22,25,24,24,24,28,26
"743",22,19,24,25,17,23,21,24,27,36,19,30,23,28,25,20,23,24,22,23,24,28,27,23,24,22,24,29,21,22,26,23,22,23,25
"744",22,22,24,20,28,26,24,20,23,31,33,28,28,24,22,23,29,23,25,24,26,24,26,28,23,24,21,22,30,23,24,26,25,24,24
"745",26,29,24,20,21,25,29,26,25,28,23,20,25,25,29,29,22,28,22,30,29,28,26,24,27,27,25,22,22,26,22,21,22,22,24
"746",19,26,21,28,20,29,14,25,26,23,24,26,21,22,31,36,19,23,23,23,22,27,25,24,21,27,24,25,26,24,24,26,26,26,25
"747",22,22,29,30,23,26,19,29,24,19,24,26,21,30,30,29,24,27,24,21,26,28,26,22,27,20,26,26,23,23,24,25,25,23,27
"748",23,28,35,20,27,30,25,32,25,30,25,28,29,20,21,25,23,21,26,24,26,24,26,24,21,23,25,23,26,20,24,22,26,28,25
"749",35,32,26,27,24,30,26,25,21,32,24,18,22,24,23,25,24,26,26,22,23,27,28,24,22,26,26,27,24,24,23,25,21,24,24
"750",27,20,23,28,26,20,27,21,20,26,26,26,24,27,30,21,25,30,25,28,23,27,24,29,27,28,24,25,27,26,25,24,24,24,24
"751",18,26,27,25,29,23,21,24,26,20,26,23,27,30,27,24,23,20,27,25,22,29,22,23,25,26,24,26,26,25,24,24,25,23,26
"752",26,22,18,31,18,28,31,16,23,22,30,23,23,28,25,22,23,25,26,24,25,23,26,24,24,23,25,26,28,24,23,25,24,25,26
"753",25,28,24,23,19,19,30,21,28,27,26,27,26,20,29,23,25,22,25,24,18,22,25,26,25,22,26,23,24,26,24,20,26,28,23
"754",25,19,25,26,26,25,23,19,24,21,27,24,27,21,24,24,25,26,26,28,23,26,23,26,26,26,25,22,24,22,23,26,25,24,27
"755",18,23,23,11,24,25,22,25,20,22,24,29,23,28,20,25,19,24,29,24,24,25,25,24,22,24,28,27,24,26,23,25,25,26,25
"756",22,26,17,20,24,24,29,20,25,36,23,22,23,21,24,25,25,20,25,30,28,28,27,25,25,25,26,24,26,22,23,26,25,26,22
"757",17,31,26,25,25,30,29,24,24,22,21,18,22,22,30,22,21,24,23,26,25,26,21,24,21,26,25,28,28,20,24,25,24,26,25
"758",32,21,26,29,23,29,28,19,22,27,16,27,23,22,26,22,23,22,24,27,24,23,25,25,23,23,28,24,25,22,25,27,26,24,26
