project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-UVM	e00ce846-9a0e-48b5-be9f-84d443a0f78a	TCGA-YZ-A980	4d6ebb37-2050-4cb1-b6cb-15a344d023de	TCGA-YZ-A980-10A	e520e6be-c109-4a71-8195-8d2398367e92	TCGA-YZ-A980-10A-01	3670dd8f-8f52-42db-bf16-e0970a906a4d	TCGA-YZ-A980-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	e00ce846-9a0e-48b5-be9f-84d443a0f78a	TCGA-YZ-A980	e08f207b-6d19-4ed2-a33a-6e07cee03775	TCGA-YZ-A980-01A	31ab1083-298a-43fd-b771-6366c232bc43	TCGA-YZ-A980-01A-11	6a8fda9e-b333-4789-b489-c3d2994ebfe9	TCGA-YZ-A980-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	e00ce846-9a0e-48b5-be9f-84d443a0f78a	TCGA-YZ-A980	e08f207b-6d19-4ed2-a33a-6e07cee03775	TCGA-YZ-A980-01A	31ab1083-298a-43fd-b771-6366c232bc43	TCGA-YZ-A980-01A-11	7f39567f-4a0a-46f2-923c-a4f9710ccc06	TCGA-YZ-A980-01A-11R	1.76	'--	'--	RNA	R	'--	0.15	nRNA - Melanoma Protocol	Yes	1.07	7.2	UV Spec	released	'--
TCGA-UVM	f78d8541-b317-4c8a-aa66-f172a8eaf14f	TCGA-WC-A885	885f843d-a316-4ca7-8e72-dd8dcff87426	TCGA-WC-A885-10A	8f0fb4c1-2eaf-44fe-a6ed-cee88a8bf959	TCGA-WC-A885-10A-01	efea3654-0feb-49c3-815d-65dd7d3714f4	TCGA-WC-A885-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	f78d8541-b317-4c8a-aa66-f172a8eaf14f	TCGA-WC-A885	ffae97be-02a1-4fc0-ba3b-93a23fafe0d3	TCGA-WC-A885-01A	a663d06e-4845-4b72-be2d-27a83633c8a7	TCGA-WC-A885-01A-11	4b26c5ee-a829-469e-93e1-fdc9ada7b580	TCGA-WC-A885-01A-11R	1.71	'--	'--	RNA	R	'--	0.15	nRNA - Melanoma Protocol	Yes	1.04	8.0	UV Spec	released	'--
TCGA-UVM	f78d8541-b317-4c8a-aa66-f172a8eaf14f	TCGA-WC-A885	ffae97be-02a1-4fc0-ba3b-93a23fafe0d3	TCGA-WC-A885-01A	a663d06e-4845-4b72-be2d-27a83633c8a7	TCGA-WC-A885-01A-11	7c505f58-98da-4f41-96be-911ddfc5fbb5	TCGA-WC-A885-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	56bbd282-b88d-4730-9242-ab97d08dc83a	TCGA-GM-A2DN	e46b29b9-c697-4739-b292-398674a5adb9	TCGA-GM-A2DN-01A	255a5278-51a2-44be-830f-5d0462fe02d3	TCGA-GM-A2DN-01A-11	4780d4ba-b882-4636-8d66-5d6daabb366d	TCGA-GM-A2DN-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	56bbd282-b88d-4730-9242-ab97d08dc83a	TCGA-GM-A2DN	e46b29b9-c697-4739-b292-398674a5adb9	TCGA-GM-A2DN-01A	255a5278-51a2-44be-830f-5d0462fe02d3	TCGA-GM-A2DN-01A-11	c7a3cb75-3c3e-46d7-a158-4c6b4cc413a5	TCGA-GM-A2DN-01A-11R	1.63	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.2	7.6	UV Spec	released	'--
TCGA-BRCA	56bbd282-b88d-4730-9242-ab97d08dc83a	TCGA-GM-A2DN	e46b29b9-c697-4739-b292-398674a5adb9	TCGA-GM-A2DN-01A	255a5278-51a2-44be-830f-5d0462fe02d3	TCGA-GM-A2DN-01A-11	f31ae9cf-82d5-4ed3-86f0-2a98057ecc52	TCGA-GM-A2DN-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	56bbd282-b88d-4730-9242-ab97d08dc83a	TCGA-GM-A2DN	f85966b2-add7-4721-abb9-3ac05e024154	TCGA-GM-A2DN-10C	03a8f049-2678-4ddc-a8c7-4c99db02e29f	TCGA-GM-A2DN-10C-01	1d64a82c-2397-4385-be3e-16f4e6233306	TCGA-GM-A2DN-10C-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	56bbd282-b88d-4730-9242-ab97d08dc83a	TCGA-GM-A2DN	f85966b2-add7-4721-abb9-3ac05e024154	TCGA-GM-A2DN-10C	03a8f049-2678-4ddc-a8c7-4c99db02e29f	TCGA-GM-A2DN-10C-01	caeda7fe-369d-4448-a446-409954e2e298	TCGA-GM-A2DN-10C-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-UCEC	09621bd6-3eed-4af4-8416-cdacffce68d9	TCGA-FL-A1YI	5cd8fef0-e1f7-4d00-b2bb-357bac222d9c	TCGA-FL-A1YI-11A	e10ebe87-615e-4870-b8e2-2f0bf5dc1ec0	TCGA-FL-A1YI-11A-11	3f0b831d-6851-4c32-8b59-02a48cf237f5	TCGA-FL-A1YI-11A-11R	1.71	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.1	7.4	UV Spec	released	'--
TCGA-UCEC	09621bd6-3eed-4af4-8416-cdacffce68d9	TCGA-FL-A1YI	5cd8fef0-e1f7-4d00-b2bb-357bac222d9c	TCGA-FL-A1YI-11A	e10ebe87-615e-4870-b8e2-2f0bf5dc1ec0	TCGA-FL-A1YI-11A-11	6cdbf4a4-d215-4c7b-aff1-4514022114ca	TCGA-FL-A1YI-11A-11D	1.98	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-UCEC	09621bd6-3eed-4af4-8416-cdacffce68d9	TCGA-FL-A1YI	5cd8fef0-e1f7-4d00-b2bb-357bac222d9c	TCGA-FL-A1YI-11A	e10ebe87-615e-4870-b8e2-2f0bf5dc1ec0	TCGA-FL-A1YI-11A-11	b52d89c0-ee41-4e76-b4bc-c9a76751e9dc	TCGA-FL-A1YI-11A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	28911b97-42bf-4189-9961-522fc0aeebc6	TCGA-D8-A1JN	80265a56-75ca-479d-b92b-4fdaeb18ed17	TCGA-D8-A1JN-01A	29e43db8-866b-4633-b538-7ff7ec5822b8	TCGA-D8-A1JN-01A-11	9cc8db5a-efab-478d-9fe5-9cd7b71b6d2d	TCGA-D8-A1JN-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	28911b97-42bf-4189-9961-522fc0aeebc6	TCGA-D8-A1JN	80265a56-75ca-479d-b92b-4fdaeb18ed17	TCGA-D8-A1JN-01A	29e43db8-866b-4633-b538-7ff7ec5822b8	TCGA-D8-A1JN-01A-11	b3b1de5e-abf5-4caf-8f53-0d29bbf467d0	TCGA-D8-A1JN-01A-11D	1.93	'--	'--	DNA	D	'--	0.18	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	28911b97-42bf-4189-9961-522fc0aeebc6	TCGA-D8-A1JN	80265a56-75ca-479d-b92b-4fdaeb18ed17	TCGA-D8-A1JN-01A	29e43db8-866b-4633-b538-7ff7ec5822b8	TCGA-D8-A1JN-01A-11	ea1ab1eb-d11e-44ea-bbf6-17e0554c1c75	TCGA-D8-A1JN-01A-11R	1.61	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.3	8.8	UV Spec	released	'--
TCGA-BRCA	28911b97-42bf-4189-9961-522fc0aeebc6	TCGA-D8-A1JN	9ddbd715-f8c2-426e-a16b-3cc9ddda1288	TCGA-D8-A1JN-10A	c1460dd5-5f33-44fe-adb5-1feaf08b0483	TCGA-D8-A1JN-10A-01	7cd55f82-2dc6-4731-bf3d-a6a31693a0e8	TCGA-D8-A1JN-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	28911b97-42bf-4189-9961-522fc0aeebc6	TCGA-D8-A1JN	9ddbd715-f8c2-426e-a16b-3cc9ddda1288	TCGA-D8-A1JN-10A	c1460dd5-5f33-44fe-adb5-1feaf08b0483	TCGA-D8-A1JN-10A-01	c055bb4e-db4a-4ba8-a973-6c94ea210805	TCGA-D8-A1JN-10A-01D	2.28	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-UVM	73b3e4dd-c53d-4fe3-8607-ee462c9cbbd1	TCGA-VD-A8KD	4f0319b2-722c-48e1-a5e1-798463e9ea02	TCGA-VD-A8KD-01A	6146c0f0-ae92-4440-927f-298117fe0799	TCGA-VD-A8KD-01A-11	1b84282c-f6c6-471e-8ae1-9a15e6cd6585	TCGA-VD-A8KD-01A-11R	1.91	'--	'--	RNA	R	'--	0.15	nRNA - Melanoma Protocol	Yes	1.32	7.9	UV Spec	released	'--
TCGA-UVM	73b3e4dd-c53d-4fe3-8607-ee462c9cbbd1	TCGA-VD-A8KD	4f0319b2-722c-48e1-a5e1-798463e9ea02	TCGA-VD-A8KD-01A	6146c0f0-ae92-4440-927f-298117fe0799	TCGA-VD-A8KD-01A-11	bc0b41fd-aaf4-4792-bf80-6bd608caa62c	TCGA-VD-A8KD-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	73b3e4dd-c53d-4fe3-8607-ee462c9cbbd1	TCGA-VD-A8KD	7337009e-7a20-47e3-8df3-2cbef6098fdb	TCGA-VD-A8KD-10A	5c582637-5705-45bf-91f6-25e716bc0a54	TCGA-VD-A8KD-10A-01	7bc030c3-9300-4f48-b76b-d48f0919c192	TCGA-VD-A8KD-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	73b3e4dd-c53d-4fe3-8607-ee462c9cbbd1	TCGA-VD-A8KD	e0b4c063-1b70-434e-a0cf-cb3fb5758d33	TCGA-VD-A8KD-10B	be534ddb-74f5-41c9-9d12-36f39a67a723	TCGA-VD-A8KD-10B-01	1c7f15a8-fde2-4cd8-bd61-2225a4ae8040	TCGA-VD-A8KD-10B-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	939abca1-8bd0-4271-9a9b-666764eeb3b6	TCGA-VS-A9U5	c9bb284b-49c5-47b4-8db4-fb542033fa2b	TCGA-VS-A9U5-10A	c1cf23a6-09d4-4636-9d02-a01260cdc05b	TCGA-VS-A9U5-10A-01	b23331f9-32e4-4185-97e3-594ee0507b35	TCGA-VS-A9U5-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	939abca1-8bd0-4271-9a9b-666764eeb3b6	TCGA-VS-A9U5	cab5da46-f163-42eb-8ba8-43ed69e8e518	TCGA-VS-A9U5-01A	89774af5-656c-4f35-924f-d47fa0e076bd	TCGA-VS-A9U5-01A-11	21d202ae-8ae3-459d-a930-5b88813659bd	TCGA-VS-A9U5-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	939abca1-8bd0-4271-9a9b-666764eeb3b6	TCGA-VS-A9U5	cab5da46-f163-42eb-8ba8-43ed69e8e518	TCGA-VS-A9U5-01A	89774af5-656c-4f35-924f-d47fa0e076bd	TCGA-VS-A9U5-01A-11	ac1db7ae-464a-448b-9ad7-d82ab1c4047f	TCGA-VS-A9U5-01A-11R	1.85	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.66	7.6	UV Spec	released	'--
TCGA-CESC	de3cfb81-25c3-4137-8f24-ad8aa607c158	TCGA-C5-A8YQ	08d61f68-2182-4f72-9850-8f1abbf3c4b0	TCGA-C5-A8YQ-01A	1167514b-a118-4c20-b315-d6c4b25afd8d	TCGA-C5-A8YQ-01A-11	c9bc4e8e-733f-42ed-b254-47c92186e1cc	TCGA-C5-A8YQ-01A-11R	1.81	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.4	8.7	UV Spec	released	'--
TCGA-CESC	de3cfb81-25c3-4137-8f24-ad8aa607c158	TCGA-C5-A8YQ	08d61f68-2182-4f72-9850-8f1abbf3c4b0	TCGA-C5-A8YQ-01A	1167514b-a118-4c20-b315-d6c4b25afd8d	TCGA-C5-A8YQ-01A-11	f1a6782a-a2d8-4c2c-963a-40e6dbe7ede0	TCGA-C5-A8YQ-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	de3cfb81-25c3-4137-8f24-ad8aa607c158	TCGA-C5-A8YQ	08d61f68-2182-4f72-9850-8f1abbf3c4b0	TCGA-C5-A8YQ-01A	1167514b-a118-4c20-b315-d6c4b25afd8d	TCGA-C5-A8YQ-01A-11	feed9c7a-7041-4221-a882-a2c79cd13fa7	TCGA-C5-A8YQ-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	de3cfb81-25c3-4137-8f24-ad8aa607c158	TCGA-C5-A8YQ	787995c1-79ba-4fb5-95a7-b6df8c92c7d7	TCGA-C5-A8YQ-10A	4e140673-3b28-4dc9-afff-02c739b5a4b9	TCGA-C5-A8YQ-10A-01	2c078a96-e13b-4f61-8413-257256a56efb	TCGA-C5-A8YQ-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	de3cfb81-25c3-4137-8f24-ad8aa607c158	TCGA-C5-A8YQ	787995c1-79ba-4fb5-95a7-b6df8c92c7d7	TCGA-C5-A8YQ-10A	4e140673-3b28-4dc9-afff-02c739b5a4b9	TCGA-C5-A8YQ-10A-01	f404619e-7dd2-4f9f-8d25-20db6e185e96	TCGA-C5-A8YQ-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-UCS	ce2b2c41-7d28-4d8b-a037-af842a8fe20f	TCGA-NA-A4QY	353b75f6-6cd6-4a89-89d2-4e0bb443cda4	TCGA-NA-A4QY-10A	588addc6-cd2f-424e-85ca-4e6ac99a44dc	TCGA-NA-A4QY-10A-01	28452cba-958e-4011-8bad-477144dffe50	TCGA-NA-A4QY-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	ce2b2c41-7d28-4d8b-a037-af842a8fe20f	TCGA-NA-A4QY	353b75f6-6cd6-4a89-89d2-4e0bb443cda4	TCGA-NA-A4QY-10A	588addc6-cd2f-424e-85ca-4e6ac99a44dc	TCGA-NA-A4QY-10A-01	bb76b393-e33d-4281-81b3-132b875632fc	TCGA-NA-A4QY-10A-01D	'--	'--	'--	DNA	D	'--	0.14	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UCS	ce2b2c41-7d28-4d8b-a037-af842a8fe20f	TCGA-NA-A4QY	4c789412-2f7b-4cc1-a9bc-f87d5b457b38	TCGA-NA-A4QY-01A	b86bd515-018a-4589-aea9-b8a1743262b2	TCGA-NA-A4QY-01A-11	9da2c3f1-5c86-4934-83c6-d9d0184bce02	TCGA-NA-A4QY-01A-11R	1.89	'--	'--	RNA	R	'--	0.18	'--	'--	'--	'--	UV Spec	released	'--
TCGA-UCS	ce2b2c41-7d28-4d8b-a037-af842a8fe20f	TCGA-NA-A4QY	4c789412-2f7b-4cc1-a9bc-f87d5b457b38	TCGA-NA-A4QY-01A	b86bd515-018a-4589-aea9-b8a1743262b2	TCGA-NA-A4QY-01A-11	9fb3feaf-7f40-4d33-9bc8-3299d7fdc606	TCGA-NA-A4QY-01A-11D	'--	'--	'--	DNA	D	'--	0.17	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UCS	ce2b2c41-7d28-4d8b-a037-af842a8fe20f	TCGA-NA-A4QY	4c789412-2f7b-4cc1-a9bc-f87d5b457b38	TCGA-NA-A4QY-01A	b86bd515-018a-4589-aea9-b8a1743262b2	TCGA-NA-A4QY-01A-11	cc7e060c-efd0-49b7-b286-23710bd12171	TCGA-NA-A4QY-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	ee6083aa-9453-44ff-8cc5-79b71fea289d	TCGA-N5-A4RF	1b520173-9567-4f7f-b9b0-b2dc77ecac08	TCGA-N5-A4RF-10A	6480eb94-e3f1-4e04-a750-81e1033db752	TCGA-N5-A4RF-10A-01	cf03d4d7-9dcb-4e73-8aa6-1c0b77fa6ed4	TCGA-N5-A4RF-10A-01D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UCS	ee6083aa-9453-44ff-8cc5-79b71fea289d	TCGA-N5-A4RF	1b520173-9567-4f7f-b9b0-b2dc77ecac08	TCGA-N5-A4RF-10A	6480eb94-e3f1-4e04-a750-81e1033db752	TCGA-N5-A4RF-10A-01	d2b48b4a-4515-4e39-bc07-11fdf928d33b	TCGA-N5-A4RF-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-UCS	ee6083aa-9453-44ff-8cc5-79b71fea289d	TCGA-N5-A4RF	60942b60-bbc7-48dd-b920-0314c379ea77	TCGA-N5-A4RF-01A	b2df59a2-88e9-4819-968c-b4ccd3ed4de7	TCGA-N5-A4RF-01A-11	102f832a-3585-4446-b803-0abd3b11ad7a	TCGA-N5-A4RF-01A-11D	'--	'--	'--	DNA	D	'--	0.16	'--	'--	'--	'--	PicoGreen	released	'--
TCGA-UCS	ee6083aa-9453-44ff-8cc5-79b71fea289d	TCGA-N5-A4RF	60942b60-bbc7-48dd-b920-0314c379ea77	TCGA-N5-A4RF-01A	b2df59a2-88e9-4819-968c-b4ccd3ed4de7	TCGA-N5-A4RF-01A-11	a1e8995e-ad53-4b09-977a-a03460652cd6	TCGA-N5-A4RF-01A-11R	1.89	'--	'--	RNA	R	'--	0.18	'--	'--	'--	'--	UV Spec	released	'--
TCGA-UCS	ee6083aa-9453-44ff-8cc5-79b71fea289d	TCGA-N5-A4RF	60942b60-bbc7-48dd-b920-0314c379ea77	TCGA-N5-A4RF-01A	b2df59a2-88e9-4819-968c-b4ccd3ed4de7	TCGA-N5-A4RF-01A-11	f17110c8-8b87-40b8-b445-9eed17b6ac80	TCGA-N5-A4RF-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	'--	'--	'--	'--	released	'--
TCGA-CESC	dedfd5fb-3c72-40f9-a7ef-52c2176bf662	TCGA-C5-A7XC	10b91fa6-0b02-4108-be64-0e32d3de736b	TCGA-C5-A7XC-10A	5c68ba75-3639-4c54-a4b8-9aae52a891f6	TCGA-C5-A7XC-10A-01	019525d0-4f23-47ff-b1f8-e081078529b0	TCGA-C5-A7XC-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	dedfd5fb-3c72-40f9-a7ef-52c2176bf662	TCGA-C5-A7XC	10b91fa6-0b02-4108-be64-0e32d3de736b	TCGA-C5-A7XC-10A	5c68ba75-3639-4c54-a4b8-9aae52a891f6	TCGA-C5-A7XC-10A-01	d969448f-efc5-4c8b-89e9-2ded3a2bd281	TCGA-C5-A7XC-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	dedfd5fb-3c72-40f9-a7ef-52c2176bf662	TCGA-C5-A7XC	e8355ff6-e927-4a35-a9c1-512442279a10	TCGA-C5-A7XC-01A	9b5fc9fd-be10-4c73-865f-3de1ab2881d8	TCGA-C5-A7XC-01A-11	65f8f07e-9978-4e84-a6f4-18a12f2b7e6b	TCGA-C5-A7XC-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	dedfd5fb-3c72-40f9-a7ef-52c2176bf662	TCGA-C5-A7XC	e8355ff6-e927-4a35-a9c1-512442279a10	TCGA-C5-A7XC-01A	9b5fc9fd-be10-4c73-865f-3de1ab2881d8	TCGA-C5-A7XC-01A-11	9708e369-d47a-40bb-ad37-b9d586eccffb	TCGA-C5-A7XC-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	dedfd5fb-3c72-40f9-a7ef-52c2176bf662	TCGA-C5-A7XC	e8355ff6-e927-4a35-a9c1-512442279a10	TCGA-C5-A7XC-01A	9b5fc9fd-be10-4c73-865f-3de1ab2881d8	TCGA-C5-A7XC-01A-11	be52bcab-9883-4a76-9edd-5c1c7d73d00e	TCGA-C5-A7XC-01A-11R	1.92	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.75	8.4	UV Spec	released	'--
TCGA-CESC	cb31b3ce-8595-4d75-9436-bb59e95c3a19	TCGA-VS-A957	805cff10-f34c-4e66-8aae-2539ae4c5bd1	TCGA-VS-A957-10A	5852f20d-3350-4caa-8084-d1e2db1179a9	TCGA-VS-A957-10A-01	2f502233-848c-4edb-a069-f4c603f42b63	TCGA-VS-A957-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	cb31b3ce-8595-4d75-9436-bb59e95c3a19	TCGA-VS-A957	afb4994a-f250-4a04-a918-9f32afa7044c	TCGA-VS-A957-01A	6dedb19f-df88-4482-92e1-7835317d0040	TCGA-VS-A957-01A-11	88220c8f-a219-4109-9bb2-a98e0156485b	TCGA-VS-A957-01A-11R	1.89	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.59	8.5	UV Spec	released	'--
TCGA-CESC	cb31b3ce-8595-4d75-9436-bb59e95c3a19	TCGA-VS-A957	afb4994a-f250-4a04-a918-9f32afa7044c	TCGA-VS-A957-01A	6dedb19f-df88-4482-92e1-7835317d0040	TCGA-VS-A957-01A-11	ca32e56c-6475-44a7-84ec-2814db814403	TCGA-VS-A957-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	deda68dd-e9ad-45cc-9dbb-1c5836ef6519	TCGA-EK-A3GJ	93ab0265-4851-4a8e-bee3-496ea8de56f7	TCGA-EK-A3GJ-01A	ac52ccca-9f7e-4697-846f-3238546dba80	TCGA-EK-A3GJ-01A-21	0887d254-b9cc-406b-ab7f-7bacad7f7273	TCGA-EK-A3GJ-01A-21R	1.76	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.7	7.7	UV Spec	released	'--
TCGA-CESC	deda68dd-e9ad-45cc-9dbb-1c5836ef6519	TCGA-EK-A3GJ	93ab0265-4851-4a8e-bee3-496ea8de56f7	TCGA-EK-A3GJ-01A	ac52ccca-9f7e-4697-846f-3238546dba80	TCGA-EK-A3GJ-01A-21	a039cd9b-650b-4928-9648-304b3ea7bb0c	TCGA-EK-A3GJ-01A-21D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	deda68dd-e9ad-45cc-9dbb-1c5836ef6519	TCGA-EK-A3GJ	93ab0265-4851-4a8e-bee3-496ea8de56f7	TCGA-EK-A3GJ-01A	ac52ccca-9f7e-4697-846f-3238546dba80	TCGA-EK-A3GJ-01A-21	c9041b8b-438b-4ae8-aab5-f57afe77a808	TCGA-EK-A3GJ-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-CESC	deda68dd-e9ad-45cc-9dbb-1c5836ef6519	TCGA-EK-A3GJ	d21c9094-664f-49dc-8768-178d56256b45	TCGA-EK-A3GJ-11A	eb54cc00-c5e7-40a8-8a5e-a5c46f62b9c2	TCGA-EK-A3GJ-11A-11	e5edcf7c-f167-4b1d-b5f8-84b3a04662c1	TCGA-EK-A3GJ-11A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-CESC	deda68dd-e9ad-45cc-9dbb-1c5836ef6519	TCGA-EK-A3GJ	d21c9094-664f-49dc-8768-178d56256b45	TCGA-EK-A3GJ-11A	eb54cc00-c5e7-40a8-8a5e-a5c46f62b9c2	TCGA-EK-A3GJ-11A-11	fb4dc47d-9f02-42dd-9982-2d072ff43bc4	TCGA-EK-A3GJ-11A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-UVM	a6ff0b7a-1d04-4a64-af43-5011a4487cb2	TCGA-V4-A9EQ	3000180a-931b-47a5-91af-b12b369d8dc4	TCGA-V4-A9EQ-10A	385ef0d9-ac9b-4f39-8aee-b01588a95950	TCGA-V4-A9EQ-10A-01	c352c4ae-7714-4b30-8150-38c83084e66d	TCGA-V4-A9EQ-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	a6ff0b7a-1d04-4a64-af43-5011a4487cb2	TCGA-V4-A9EQ	4db1f31c-50be-41e8-8d2b-12103f32beeb	TCGA-V4-A9EQ-01A	bfb9ed72-224e-46bf-8c75-b7a4d6c119af	TCGA-V4-A9EQ-01A-11	2efbe5ce-7190-45ae-a6fc-4f37ddff1639	TCGA-V4-A9EQ-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-UVM	a6ff0b7a-1d04-4a64-af43-5011a4487cb2	TCGA-V4-A9EQ	4db1f31c-50be-41e8-8d2b-12103f32beeb	TCGA-V4-A9EQ-01A	bfb9ed72-224e-46bf-8c75-b7a4d6c119af	TCGA-V4-A9EQ-01A-11	8c7b1a26-127b-4630-a486-495aaec7380f	TCGA-V4-A9EQ-01A-11R	1.93	'--	'--	RNA	R	'--	0.18	nRNA - Melanoma Protocol	Yes	1.26	9.1	UV Spec	released	'--
